SKU,Model,(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
FBA79813,AH-50,B0FG88HVQ8,B0FG88HVQ8,"Audio Array AH-50 Professional DJ Headphone | 50mm Drivers | 32Ω | 20Hz-20kHz | Dual Detachable Cables With Mic & Controls | Buddy Share Technology | 105 dB SPL | One Ear Listening | Monitoring,Mixing","9,829",160,3.20%,2.43%,"14,873",273,3.51%,2.95%,31.04%,40.98%,141,11,1.43%,6.88%,"₹ 2,31,833.18","₹ 21,689.15",135,6
FBA79961,AI-13,B0G53H49BS,B0G53H49BS,"Audio Array AI-13 2026 Edition 4-Channel Hybrid USB Summing Mixer 4 Analog+2 Digital, 48kHz/16-Bit, 2XLR Mic Inputs,TRS Stereo In, 48V Phantom, Hi-Z,2 Band EQ,Monitoring,Amp Out, USB-C Power","10,668",229,3.48%,3.47%,"15,713",333,3.71%,3.60%,33.27%,35.00%,53,5,0.50%,2.18%,"₹ 1,12,072.68","₹ 13,495.00",53,5
FBA79482,AM-S1,B0DXFPM4N2,B0DXFPM4N2,"Audio Array AM-S1 BT v5.3 |Professional 4"" Studio Monitor Speaker Pair| 60W Class D Amplification,Woven Composite Woofer,1"" Silk-Dome Tweeter,EQ Controls|Music/Monitor Mode, Aux, HDMI, USB C, TRS, RCA","24,637",502,8.03%,7.62%,"34,409",713,8.12%,7.71%,17.37%,14.25%,35,2,0.14%,0.40%,"₹ 2,35,311.86","₹ 17,298.00",35,2
FBA79903,AA-25M,B0FR5DLXH9,B0FR5DLXH9,"Audio Array AA-25 Metal Handheld Microphone Interview Adapter with Wind Shield for Wireless Lapel Microphones | Supports, Rode Go, DJI, Hollyland mics etc | Foam Cover with Built-in Cold Shoe Mount",738,26,0.24%,0.39%,"1,136",42,0.27%,0.45%,100.00%,100.00%,32,6,4.34%,23.08%,"₹ 21,648.31","₹ 5,094.00",30,4
FBA77171,AC-6XL,B0CH4VCD6R,B0CH4VCD6R,"Audio Array AC-6XL Mic Cable 6.35mm Jack Male to XLR 3PIN Female Cord Wire | Microphone/Guitar Cable | Black, 1pc Pack (6 Meter/19.6 Feet)","1,538",56,0.50%,0.85%,"2,289",80,0.54%,0.86%,21.40%,30.61%,27,4,1.76%,7.14%,"₹ 13,241.53","₹ 2,316.00",26,3
FBA79105,AI-12,B0CM6WH4ZT,B0CM6WH4ZT,"Audio Array AI-12 USB Bluetooth Soundcard | 1Ch Mixer interface | 2 mic inputs, 2 smartphone & PC/Mac outputs | Karaoke Recording, Mobile/PC Streaming, Live Broadcasting | Singing, Recording,Gaming","3,064",62,1.00%,0.94%,"4,041",82,0.95%,0.89%,55.32%,47.17%,26,0,0.85%,0.00%,"₹ 28,699.15",₹ 0.00,26,0
FBA79694,AA-26,B0DT6T6N6B,B0DT6T6N6B,"Audio Array AA-26 Tabletop Metal Microphone Stand | Extendable height up to 22cm | Studio Sound Recording, Streaming, Podcasting, Singing | Stylish Sturdy Metal Design to last long, flat base","2,793",119,0.91%,1.81%,"3,889",194,0.92%,2.10%,14.35%,11.30%,27,1,0.97%,0.84%,"₹ 11,842.37",₹ 549.00,26,1
FBA79839,AH-45 BK,B0FQBXS6Y2,B0FQBXS6Y2,"Audio Array AH-45-BK Studio Monitoring & Live Recording Headphones | 20-20KHz, 32 Ω, 100dB SPL | 40mm Depp Bass Closed-Back Driver | 3m OFC Cable | 3.5mm + 6.3mm Adapter (Black)","4,296",58,1.40%,0.88%,"6,009",93,1.42%,1.01%,13.26%,14.55%,23,2,0.54%,3.45%,"₹ 28,918.64","₹ 3,098.00",21,2
FBA75681,AM-C7,B0B4FZS38V,B0B4FZS38V,"Audio Array AM-C7 USB 2 in 1 Plug & Play Condenser Microphone Kit with Boom Arm | 3.5 mm No Latency Monitoring, Volume Control & Mute Button| for Conference, Gaming, Podcasting & Live Streaming",899,9,0.29%,0.14%,"1,338",14,0.32%,0.15%,98.70%,100.00%,21,2,2.34%,22.22%,"₹ 38,965.25","₹ 4,398.00",19,1
FBA79968,AI-14,B0G53M9258,B0G53M9258,"Audio Array AI-14 8-Channel Hybrid USB Audio Mixer with 8 Analog + 2 Digital Inputs, 48kHz/16-Bit Processing, +50dB Gain, Combo XLR, Phantom Power, Hi-Z, 3-Band EQ, 99 DSP FX, Balanced XLR Output","5,451",103,1.78%,1.56%,"7,517",147,1.77%,1.59%,49.87%,45.95%,19,0,0.35%,0.00%,"₹ 99,122.18",₹ 0.00,19,0
FBA79005,AM-W45,B0CKHVHVQ1,B0CKHVHVQ1,"Audio Array AM-W45 Wireless Conference Microphone with Speaker | Bluetooth, USB & 4 Mics | 360° Pickup Upto 4M | Noise Reduction & Enhanced Voice | Portable Speakerphone for Video Calls/Zoom Meeting","2,689",235,0.88%,3.57%,"3,635",324,0.86%,3.50%,26.75%,32.53%,19,6,0.71%,2.55%,"₹ 82,102.54","₹ 30,594.00",18,6
FBA79967,AM-W19,B0G2C2RCXN,B0G2C2RCXN,"Audio Array Wireless Lavalier Mic with AI Noise Cancellation for iPhone/Android, 32h Charging case and Plug-and-Play Setup for vlogging, Streaming, Meetings, and Video Recording",602,16,0.20%,0.24%,847,26,0.20%,0.28%,99.09%,100.00%,18,1,2.99%,6.25%,"₹ 28,787.88","₹ 1,999.00",18,1
FBA79838,AH-40 SL,B0FQBX8J17,B0FQBX8J17,"Audio Array AH-40-SL Wired Over-Ear Headphones | 40mm Drivers, 15-22KHz, 32Ω, 105dB SPL Sound, Studio Monitoring, Gaming, Live Music Headset with 3.5mm + 6.3mm Plug Compatibility","3,832",74,1.25%,1.12%,"5,354",93,1.26%,1.01%,21.67%,12.31%,16,0,0.42%,0.00%,"₹ 16,626.31",₹ 0.00,16,0
FBA76862,AM-C28,B0BPLWW72Y,B0BPLWW72Y,Audio Array AM-C28 USB Plug & Play Conference Microphone | Omni Directional Pickup Upto 3M | Mic Mute Button | No Drivers Condenser USB Type-C | Ideal for Meetings & Video Calling (Not a Speaker),"3,060",201,1.00%,3.05%,"4,118",254,0.97%,2.75%,14.21%,11.54%,15,3,0.49%,1.49%,"₹ 17,572.03","₹ 4,785.00",14,3
FBK79708,SB-01,B0FJS7JZ4V,B0FJS7JZ4V,"Audio Array SB-01 25W | 2.0 Sound Bar Speaker | BT v5.3 AUX, USB, TF Card, TWS Connectivity | Inbuilt FM Radio | Build in Mics | Dynamic LED Lights","1,261",23,0.41%,0.35%,"1,608",27,0.38%,0.29%,99.66%,100.00%,14,0,1.11%,0.00%,"₹ 14,606.78",₹ 0.00,14,0
FBK79009,AM-C41,B0FLYHJ6DK,B0FLYHJ6DK,"Audio Array AM-C41 Plug & Play AI Noise Cancellation USB Condenser Microphone | Mute Button/Echo/Volume Knob | Kit with Tripod, Mic Cover | Gaming, Streaming, Podcast | Mac/PC/Laptop/Mobile",786,17,0.26%,0.26%,"1,223",23,0.29%,0.25%,100.00%,100.00%,12,0,1.53%,0.00%,"₹ 16,769.49",₹ 0.00,12,0
FBA75689,AM-W13,B0B4G59Y8W,B0B4G59Y8W,"Audio Array AM-W13 UHF Wireless Premium Metal Microphone | 4+ Hours Receiver Battery Backup | Range up to 60m | Karaoke Singing, Wedding, DJ | Compatible with PA System, Amplifier, Mixer, Party Box","1,413",41,0.46%,0.62%,"1,946",70,0.46%,0.76%,36.20%,55.81%,11,1,0.78%,2.44%,"₹ 17,449.15","₹ 2,149.00",11,1
FBA76864,AI-04 Red,B0BPLZ5CGV,B0BPLZ5CGV,Audio Array AI-04 2x2 Gen 3 Audio Interface | Premium Mic Pre-Amps | 48V Phantom Power Support | 24bit/192kHz High Fidelity Recording | XLR/MIC/LINE inputs | Plug & Play-No Drivers | Metal Body | Red,"31,064",559,10.12%,8.48%,"45,308",790,10.69%,8.54%,0.68%,27.08%,10,7,0.03%,1.25%,"₹ 39,846.61","₹ 32,593.00",10,7
FBA79904,PB-10 (AM-C2+AI-04+AH-60-BL),B0FTVQQVDC,B0FTVQQVDC,"Audio Array Professional Studio Recording Bundle – XLR Condenser Mic Kit, 2x2 USB Audio Interface, Closed-Back Headphone, Boom Arm, Pop Filter & 48V Phantom Power| 24-bit/192kHz Podcast Kit - PB-10","1,318",13,0.43%,0.20%,"1,778",22,0.42%,0.24%,93.76%,90.00%,10,0,0.76%,0.00%,"₹ 90,116.95",₹ 0.00,10,0
FBA79958,AM-W24,B0G3Q59X8C,B0G3Q59X8C,"Audio Array AM-W24 2026 Edition Magnetic Wireless 5gm Mic with Slide Charging Case for iPhone/Android/iPad, AI Noise Reduction, 30H Battery, 200ft Range, Plug & Play for Recording, Vlogging, Streaming","1,036",24,0.34%,0.36%,"1,601",36,0.38%,0.39%,38.75%,38.89%,10,0,0.97%,0.00%,"₹ 15,201.02",₹ 0.00,10,0
FBA75673,AM-C1,B0B4DPX2J2,B0B4DPX2J2,"Audio Array AM-C1 USB Condenser Microphone Kit | for Podcasting, Online Meeting, Gaming, Singing & Live Streaming | Boom Arm, Pop Filter, Mic Cover, Spider Shock Mount, Tripod & 2.5M USB Cable","53,334",767,17.38%,11.64%,"72,909","1,099",17.20%,11.88%,0.78%,2.38%,9,0,0.02%,0.00%,"₹ 20,534.75",₹ 0.00,9,0
FBA75674,AM-C2,B0B4G19R58,B0B4G19R58,"Audio Array AM-C2 XLR Condenser Microphone Kit | Boom Arm, 2M Cable, Pop Filter & Mic Cover | Compatible with Audio Interface, Mixer & preamp | Recording, Podcasting, Streaming, Home Studio (Black)","2,798",36,0.91%,0.55%,"4,058",57,0.96%,0.62%,10.31%,12.50%,9,2,0.32%,5.56%,"₹ 26,222.03","₹ 7,648.00",9,2
FBA76863,AI-03,B0BPM2T7BQ,B0BPM2T7BQ,"Audio Array AI-03 Professional Sound Card with Bluetooth | Podcast Production Setup with 4 mic input & 4 outputs | +48V phantom power, PC/Mac connectivity | 6-8hr Battery | Streaming, Singing & Gaming","2,263",38,0.74%,0.58%,"2,958",56,0.70%,0.61%,41.60%,30.30%,9,0,0.40%,0.00%,"₹ 23,129.66",₹ 0.00,9,0
FBA75683,AA-03,B0B4G94VP3,B0B4G94VP3,"Audio Array AA-03 Double Layer Professional Pop Filter | Flexible 360° Free Angle Adjustable, Durable Windshield | Metal Gooseneck Stabilizing Arm Holder with 32cm Arm Length | Suitable for Recording.",539,15,0.18%,0.23%,704,17,0.17%,0.18%,12.54%,10.00%,8,0,1.48%,0.00%,"₹ 3,383.05",₹ 0.00,8,0
FBA76414,AA-05,B0BLJVJ2GN,B0BLJVJ2GN,"Audio Array AA-05 Suspension Boom Scissor Microphone Arm Stand | Universal clamp with mic Holder & 3/8″ to 5/8″ Adapter for Shock mounts | Suitable for Stages, Studios, Broadcasting, TV Stations","3,307",110,1.08%,1.67%,"4,840",159,1.14%,1.72%,5.46%,4.12%,8,1,0.24%,0.91%,"₹ 4,400.00",₹ 649.00,8,1
FBA79107,AM-W17,B0CM9P5CCK,B0CM9P5CCK,"Audio Array AM-W17 Dual Wireless Lapel Mic|in-Built ANC, Plug N Play,Long Battery Life, Ultra-Low Latency,Upto 30M Range|Compatible with iPhone & Android|Vlogging, Streaming, Teaching,YouTube, Black",835,17,0.27%,0.26%,"1,194",26,0.28%,0.28%,34.65%,31.25%,8,0,0.96%,0.00%,"₹ 10,248.31",₹ 0.00,8,0
FBA75687,AM-W11,B0B4G5ZLTB,B0B4G5ZLTB,"Audio Array AM-W11 Wireless Mic | Upto 4hr Battery & 60m Range | Volume & Mute Buttons with Indicators | Streaming, Vlogging, YouTube | 1x Lapel mic, Type C Adapter for Plug & Play | 2 Year Warranty",326,9,0.11%,0.14%,458,11,0.11%,0.12%,99.76%,100.00%,6,0,1.84%,0.00%,"₹ 9,699.15",₹ 0.00,6,0
FBA76723,AM-C20,B0BLKF46QG,B0BLKF46QG,"Audio Array AM-C20 USB Microphone | Unique Tilt Stand & one Touch Mute | Plug n Play, No Latency Cardioid Pickup | for PC, Smartphones, iOS | Gaming, Streaming, Podcasts, Twitch, YouTube, Discord",492,10,0.16%,0.15%,682,11,0.16%,0.12%,40.47%,40.00%,6,0,1.22%,0.00%,"₹ 6,859.32",₹ 0.00,6,0
FBA78974,AA-20,B0CF5RRTDJ,B0CF5RRTDJ,"Audio Array AA-20 Microphone Arm Stand | 81cm Reach | Premium light weight & slick design | Flexible height & position adjustments | 1kg Weight Capacity | 5/8"" to 3/8"" Screw Adapter | Cable Ties",574,24,0.19%,0.36%,773,29,0.18%,0.31%,29.49%,50.00%,6,0,1.05%,0.00%,"₹ 10,672.88",₹ 0.00,6,0
FBA79959,AM-W47 Wired,B0G39ZHDYP,B0G39ZHDYP,"Audio Array Wired Voice Amplifier 2026 Edition | Bluetooth 5.3 | Wired Headset Mic with 10W Speaker for Teachers, Tour Guides | 10Hrs Battery Life |1 Click Monitoring | TWS Connectivity AM-W47 Wired",771,15,0.25%,0.23%,"1,102",22,0.26%,0.24%,8.81%,18.18%,6,0,0.78%,0.00%,"₹ 5,337.29",₹ 0.00,6,0
FBA79969,UB-03 (AM-S1 + AA-22),B0G3B677Z5,B0G3B677Z5,"Audio Array Studio Monitor Bundle with 60W Powered Speakers & Adjustable Metal Stands | Bluetooth, HDMI ARC, USB-C, RCA Inputs | Professional Studio Monitors for Home Studio, Streaming & Gaming-UB-03","2,474",47,0.81%,0.71%,"2,839",49,0.67%,0.53%,30.13%,44.83%,6,0,0.24%,0.00%,"₹ 38,300.00",₹ 0.00,6,0
FBA79962,AM-Mix4 OTG,B0G53LZNY3,B0G53LZNY3,"Audio Array AM-Mix4 OTG 4-Channel 3 Out Hybrid USB Summing Audio Mixer (4 Analog + 2 Digital), 192kHz/24-Bit OTG, 99 DSP FX, Logarithmic Faders, Balanced XLR Out, Phantom Power, Hi-Z, 3-Band EQ",927,23,0.30%,0.35%,"1,376",37,0.32%,0.40%,62.39%,66.67%,6,0,0.65%,0.00%,"₹ 27,961.02",₹ 0.00,6,0
FBA79974,AM-S1,B0GD8JSPB1,B0GD8JSPB1,"Audio Array 60W Bluetooth Bookshelf Speaker Pair | 1.5"" Silk Dome Tweeter, 4"" Sub Woofer | Music & Monitor Mode | Aux, HDMI, USB-C, TRS & RCA Connectivity","2,065",40,0.67%,0.61%,"2,686",58,0.63%,0.63%,99.96%,100.00%,6,0,0.29%,0.00%,"₹ 40,672.88",₹ 0.00,6,0
FBA75684,AA-04,B0B4G7VWXD,B0B4G7VWXD,"Audio Array AA-04 Metal Spider Shock Mount for Condenser Microphone | Anti Vibration, Suspension, Isolation | 4 Size Bottom Screws & Extra Replacement Elastic Bands | Recommended For Rode, Samson, etc",837,27,0.27%,0.41%,"1,286",43,0.30%,0.46%,4.49%,51.61%,5,1,0.60%,3.70%,"₹ 5,759.32","₹ 1,649.00",5,1
FBA79103,AI-10,B0CM6NTWBP,B0CM6NTWBP,"Audio Array AI-10 Professional Live Soundcard|1Ch Mixer |Bluetooth | 3 Condenser Mic Inputs, 2 mobilephones & PC/Mac Outputs | +48V phantom power, 4 Voice Modes, Denoise, built-in FX | Gaming, Karaoke","7,450",153,2.43%,2.32%,"11,514",217,2.72%,2.35%,1.39%,17.07%,5,0,0.07%,0.00%,"₹ 10,166.10",₹ 0.00,5,0
FBA79957,AM-W23,B0G3Q517Y2,B0G3Q517Y2,"Audio Array AM-W23 Magnetic Wieless Mic with Charging Pouch 2026 Edition 24Bit/ 48Khz, iPhone/Android/iPad/Laptop, AI Noise Reduction, 50H Battery, 230ft Range for Recording, Vlogging",408,21,0.13%,0.32%,600,27,0.14%,0.29%,2.99%,0.00%,5,0,1.23%,0.00%,"₹ 12,703.26",₹ 0.00,5,0
FBA75692,AM-C11,B0B4G1HPL5,B0B4G1HPL5,"Audio Array AM-C11 XLR/USB Dynamic Podcast Microphone | Built-in Monitoring | One Touch Mute and Volume Control | Premium Metal Build | 2M XLR & USB Cable | Streaming, Gaming, Podcasting, Singing","1,099",31,0.36%,0.47%,"1,532",41,0.36%,0.44%,17.02%,8.82%,4,0,0.36%,0.00%,"₹ 16,098.31",₹ 0.00,4,0
FBA75691,AM-W14,B0B4G5JG4P,B0B4G5JG4P,"Audio Array AM-W14 UHF Dual Wireless Premium Metal Microphone | 2X XLR Outs & 1/4"" Mix Out | Range up to 200ft/60m | Karaoke Singing, Wedding, DJ, Church | PA System, Amplifier, Mixer, Party Box","1,141",37,0.37%,0.56%,"1,531",50,0.36%,0.54%,70.92%,86.21%,4,0,0.35%,0.00%,"₹ 22,030.51",₹ 0.00,4,0
FBA75678,AA-01,B0B4G8PH2P,B0B4G8PH2P,"Audio Array AA-01 Suspension Boom Scissor Microphone Stand | Double Layer Mesh Pop Filter | 70cm Sturdy Boom Arm with 1.8kg Capacity | 5/8"" to 3/8"" Screw Adapter | Mic Holder, Foam Cover, Cable Ties","1,077",31,0.35%,0.47%,"1,411",50,0.33%,0.54%,25.51%,17.14%,6,3,0.56%,9.68%,"₹ 10,927.12","₹ 6,447.00",4,1
FBA79010,AM-C42,B0CH4T2BJD,B0CH4T2BJD,"Audio Array AM-C42 Plug & Play AI Noise Cancelling USB Condenser Microphone | Mute Button/Echo/Volume Knob | Kit with Boom Arm & Pop Filter | Karaoke, Gaming, Streaming, Podcast | Mac/PC/Mobile",576,13,0.19%,0.20%,817,17,0.19%,0.18%,54.75%,75.00%,4,2,0.69%,15.38%,"₹ 5,844.92","₹ 4,698.00",4,2
FBA79109,AM-W18,B0CM9HYVDM,B0CM9HYVDM,"Audio Array AM-W18 Wireless Karaoke Speaker with Microphone | Portable Bluetooth Speaker for Singing & Gifting with Voice Changer | Upto 8+ Hours of Playback | Bluetooth v5.3, SD Card & AUX in (Pink)","3,444",65,1.12%,0.99%,"4,986",96,1.18%,1.04%,0.35%,0.00%,4,0,0.12%,0.00%,"₹ 3,129.66",₹ 0.00,4,0
FBA79722,AM-W21,B0F2HYY7JF,B0F2HYY7JF,"Audio Array AM-W21 Dual Wireless Lapel Mic | TFT Card Recording, Noise Cancellation & Echo | Android, iOS, DSLR Camera, Laptops | 360° Pickup, Plug n Play, 60M Working Range, 48-Hour Battery Life",368,19,0.12%,0.29%,527,28,0.12%,0.30%,83.78%,80.00%,4,0,1.09%,0.00%,"₹ 10,208.47",₹ 0.00,4,0
FBA79824,GB-01 (AM-C43 +AI-10),B0FJ2K95XT,B0FJ2K95XT,"Audio Array Ultimate Gaming Bundle | Condenser Mic with Boom Arm & Sound Card | Streaming Kit for PC/Mobile with 14 FX, Voice Modes, Loopback, Real Time Monitoring |for YouTube & Live Stream - GB-01","1,166",23,0.38%,0.35%,"1,478",32,0.35%,0.35%,53.44%,57.14%,4,0,0.34%,0.00%,"₹ 18,767.80",₹ 0.00,4,0
FBA79845,UB-02 (AM-S1 + AA-21),B0FN7B3KWS,B0FN7B3KWS,"Audio Array Studio Monitor Bundle with 60W Powered Speakers & Adjustable Metal Stands | Bluetooth, HDMI ARC, USB-C, RCA Inputs | Professional Studio Monitors for Home Studio, Streaming & Gaming-UB-02","2,493",66,0.81%,1.00%,"2,859",73,0.67%,0.79%,45.18%,51.22%,4,0,0.16%,0.00%,"₹ 29,488.98",₹ 0.00,4,0
FBA79841,AH-60 BL,B0FQBTRM28,B0FQBTRM28,"Audio Array AH-60-BL, 60Ω, Professional Monitoring Headphones | 53mm Drivers | 10Hz–30KHz | 105dB SPL | Closed-Back, DJ & Studio | 3m Cable with 3.5mm & 6.3mm Plugs (Blue)","1,299",26,0.42%,0.39%,"1,860",37,0.44%,0.40%,8.65%,0.00%,4,0,0.31%,0.00%,"₹ 6,727.12",₹ 0.00,4,0
FBA79960,AM-W47 Wireless,B0G3B152FR,B0G3B152FR,"Audio Array Wireless Voice Amplifier 2026 Edition | Bluetooth 5.3 |10W Speaker With Wireless Mic | For Teachers, Tour Guides |10 Hrs Battery Life |1 Click Monitoring | TWS Connectivity AM-W47 Wireless",924,17,0.30%,0.26%,"1,241",25,0.29%,0.27%,3.14%,0.00%,4,0,0.43%,0.00%,"₹ 6,764.15",₹ 0.00,4,0
FBA80016,AM-W22 Duplicate,B0GKPXQ8G3,B0GKPXQ8G3,"Audio Array AM-W22_V2 | Latest 2026 Edition Wireless Microphone for Camera/iPhone/Android/iPad/Laptop, Lav Mic with Charging Case, AI Noise Reduction, 50H Battery, 230ft Range, for Recording, YouTube",178,8,0.06%,0.12%,276,10,0.07%,0.11%,99.60%,100.00%,4,0,2.25%,0.00%,"₹ 11,183.05",₹ 0.00,4,0
FBA79379,AM-C45,B0D3LZWTHV,B0D3LZWTHV,"Audio Array AM-C45 XLR/USB Professional RGB Dynamic Podcast Microphone | Built-in Monitoring | One Touch Mute Volume & Noise-Cancellation | 2M USB Cable & Metal Base | Streaming, Podcasting, Singing","2,217",45,0.72%,0.68%,"3,120",56,0.74%,0.61%,4.38%,9.68%,3,0,0.14%,0.00%,"₹ 8,893.22",₹ 0.00,3,0
FBA79825,GB-02 (AM-C43 + AI-11),B0FJ2DT13L,B0FJ2DT13L,"Audio Array All in 1 Pro Bundle | Condenser Mic with USB Bluetooth Soundcard Mixer | Complete Setup for Streaming, Podcasting, Gaming, Singing & Home Studio Recording - GB-02","1,028",22,0.34%,0.33%,"1,249",24,0.29%,0.26%,75.53%,80.00%,3,0,0.29%,0.00%,"₹ 6,608.47",₹ 0.00,3,0
FBA79840,AH-60 RD,B0FQBWV1ST,B0FQBWV1ST,"Audio Array AH-60-RD Semi-Open Back DJ Headphones | 50mm Drivers Delivers Dynamic Balanced Output | 15Hz–25kHz, 32Ω, 100dB SPL, 1200mW | 3m OFC Single-Sided Cable with Screw-On 3.5mm + 6.3mm Plug","2,291",20,0.75%,0.30%,"2,980",25,0.70%,0.27%,14.11%,0.00%,3,0,0.13%,0.00%,"₹ 5,082.20",₹ 0.00,3,0
FBA79820,AC-3XL,B0FQJWWDVK,B0FQJWWDVK,"Audio Array AC-3XL Mic Cable 6.35mm Jack Male to XLR 3PIN Female Cord Wire | Microphone/Guitar Cable | Black, 1pc Pack (3 Meter/10 Feet)",614,19,0.20%,0.29%,835,23,0.20%,0.25%,8.64%,11.76%,3,0,0.49%,0.00%,"₹ 1,141.53",₹ 0.00,3,0
FBA79842,AM-C48,B0G4DNF8RZ,B0G4DNF8RZ,"Audio Array AM-C48 XLR/USB Professional Full RGB Dynamic Microphone Kit | AI Noise Cancellation | Touch & Knob Controls | Built-in Headphone Monitoring | Podcasting, Recording, Streaming, YouTube","1,184",17,0.39%,0.26%,"1,855",30,0.44%,0.32%,26.89%,13.33%,3,0,0.25%,0.00%,"₹ 8,556.78",₹ 0.00,3,0
FBA75688,AM-W12,B0B4G763WS,B0B4G763WS,"Audio Array AM-W12 UHF Dual Wireless Premium Metal Microphones | 4+ Hours Receiver Battery Backup | Range up to 60m| Karaoke Singing, Wedding, DJ, Church | PA System, Amplifier, Mixer, Party Box, etc","1,733",44,0.56%,0.67%,"2,271",57,0.54%,0.62%,10.37%,8.82%,2,0,0.12%,0.00%,"₹ 6,777.97",₹ 0.00,2,0
FBA75679,AA-02,B0B4JRQP22,B0B4JRQP22,"Audio Array AA-02 3-Panel Curved Isolation Shield with Insulation, Absorption & Reflection Filter | 3/8"" and 5/8"" Universal Mic Mount for Recording Studio, Podcasts, Singing & Broadcasting","1,946",43,0.63%,0.65%,"2,442",54,0.58%,0.58%,3.14%,7.14%,2,2,0.10%,4.65%,"₹ 4,235.59","₹ 4,998.00",2,2
FBA76730,AM-C27,B0BLKB6FRR,B0BLKB6FRR,"Audio Array AM-C27 XLR to TRS Cardioid Dynamic Handheld Microphone Sound for Live Events | Premium Built with 4.5M Cable | Singing, Public Meetings, Studio Recording, Live Sound, Party",33,0,0.01%,0.00%,40,0,0.01%,0.00%,60.53%,0.00%,2,0,6.06%,0.00%,"₹ 2,371.19",₹ 0.00,2,0
